manufacturer,manufacturerNorm,modelNumber,modelStem,name,description,category,unit,tier,collection,color,finish,productUrl,imageUrl,confidence,sourceWorkbook,sourceSheet,sourceRow,rowsInKey,distinctNamesInKey,distinctVendorsInKey,distinctColorFinishInKey
Broan,broan,GLA1303SS,GLA1303SS,Kitchen Range Hood Final,Kitchen Range Hood 242.48 Final,,ea,,,,,,,high,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,29,1,1,1,0
Casa Diva Home,casa diva home,CD-K030PRO,CDK030PRO,Smart Toilet,,Master Bathroom Plumbing,ea,,,,,,,high,,John Daye 39938-CJC,6 | 51,1,1,1,0
Delta,delta,41618-CZ,41618CZ,Grab Bar 18 (3),,Master Bath Finishes & Trim,ea,,,,,,,high,,John Daye 39938-CJC,43,1,1,1,0
Delta,delta,41624-CZ,41624CZ,Grab Bar 24 (1),,Master Bath Finishes & Trim,ea,,,,,,,high,,John Daye 39938-CJC,44,1,1,1,0
Delta,delta,41642-CZ,41642CZ,Grab Bar 42,,Master Bath Finishes & Trim,ea,,,,,,,high,,John Daye 39938-CJC,45,1,1,1,0
Delta,delta,41812-SS,41812SS,"Grab Bar 12""",,,ea,,,,,https://www.homedepot.com/p/Delta-Contemporary-12-in-x-1-1-4-in-Concealed-Screw-ADA-Compliant-Bathroom-Shower-Grab-Bar-in-Brilliance-Stainless-Steel-41812-SS/205857180,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,43 | 260,1,1,0,0
Delta,delta,41818-SS,41818SS,"Grab Bar 18""",,,ea,,,,,https://www.homedepot.com/p/Delta-Contemporary-18-in-x-1-1-4-in-Concealed-Screw-ADA-Compliant-Bathroom-Shower-Grab-Bar-in-Brilliance-Stainless-Steel-41818-SS/205857298,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,44 | 261,1,1,1,0
Delta,delta,551-CZ-DST,551CZDST,Bath Faucet,,Master Bathroom Plumbing,ea,,,,,,,high,,John Daye 39938-CJC,7 | 52,1,1,1,0
Delta,delta,73835-CZ,73835CZ,Towel Hooks (4),,Master Bath Finishes & Trim,ea,,,,,,,high,,John Daye 39938-CJC,46,1,1,1,0
Delta,delta,73850-CZ,73850CZ,Toilet Paper Holder,,Master Bath Finishes & Trim,ea,,,,,,,high,,John Daye 39938-CJC,47,1,1,1,0
Delta,delta,74536-CZ,74536CZ,Hooks (2),,Hall Bath Finishes & Trim,ea,,,,,,,high,,John Daye 39938-CJC,71,1,1,1,0
Delta,delta,75150-CZ,75150CZ,Toilet Paper Holder,,Hall Bath Finishes & Trim,ea,,,,,,,high,,John Daye 39938-CJC,70,1,1,1,0
Delta,delta,B23605,B23605,Classic Tub 60 x 30,Classic Tub 60 x 30 834.07 -6030L-WH 1.0,Plumbing,ea,,,white,white,https://www.homedepot.com/p/Delta-Classic-500-60-in-x-30-in-Alcove-Deep-Soaking-Bathtub-with-Left-Drain-in-High-Gloss-White-B23605-6030L-WH/321016480,,high,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,305 | 242,1,1,1,1
Delta,delta,B932,B932,Lorelai 32” Workstation Kitchen Sink Undermount 16 Gauge Stainless Steel Single Bowl with WorkFlow Ledge and Accessories,,Sink,ea,,,stainless,Stainless Steel,https://www.fergusonhome.com/delta-95b932-32s/s1815605?uid=4301493,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,66 | 69 | 58 | 122 | 63 | 65 | 61,1,1,1,1
Delta,delta,DSS-LAHARA-1701CZ,DSSLAHARA1701CZ,Shower System,,Master Bathroom Plumbing,ea,,,,,,,high,,John Daye 39938-CJC,8,1,1,1,0
Delta,delta,DT14438,DT14438,Shower Head Handle Trim & Tub Spout,,Shower,ea,,,,,https://www.fergusonhome.com/delta-t14438/s719722?uid=446237,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,96 | 275 | 72 | 168 | 301 | 247 | 175,1,1,1,0
Delta,delta,DWQ4001002,DWQ4001002,GPM Reverse Osmosis Contemporary Beverage Faucet - Less Filter,1.5 GPM Reverse Osmosis Contemporary Beverage Faucet - Less Filter,Faucet,ea,,,,,https://www.fergusonhome.com/delta-dwq4001002/s2032615?uid=4873921,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,98 | 71 | 74 | 170 | 65 | 67 | 62,1,1,1,0
Delta,delta,R10000,R10000,"Universal Mixing Rough-In Valve with Service Stops, 1/2"" NPT Male thread with 1/2"" C.W.T Female Sweat - Shower Only, No Tub Outlet",,Shower,ea,,,,,,,high,Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Master | Product Occurrences | Sheet1,264 | 114 | 91 | 78,1,1,1,0
Delta,delta,R11000,R11000,Diverter Rough-In Valve for 3 Function and 6 Function Diverter Trims Model: -06,Diverter Rough-In Valve for 3 Function and 6 Function Diverter Trims Model: 117.293 in kit,Plumbing,ea,,,,,,,high,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,90 | 77,1,1,1,0
Delta,delta,T11800,T11800,"Innovations Three Function Diverter Valve Trim Less Rough-In Valve - Two Independent Positions, One Shared Position",,Plumbing,ea,,,,,,,high,Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Master | Product Occurrences | Sheet1,266 | 115 | 92 | 79,1,1,1,0
Delta,delta,T17238,T17238,Lahara Monitor 17 Series Dual Function Pressure Balanced Shower Only with Integrated Volume Control - Less Rough-In Valve,,Shower,ea,,,,,,,high,Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Master | Product Occurrences | Sheet1,267 | 116 | 93 | 80,1,1,1,0
DreamLine,dreamline,DLT-1130601,DLT1130601,"SlimLine 30"" x 60"" Shower Base with Single Threshold and Left-Side Drain",Shower Base Left Drain 30x60,Uncategorized,ea,,,,,https://www.fergusonhome.com/dreamline-dlt-1130601/s822259?uid=2121664,,high,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Extract | Raw Records | Product Master | Product Occurrences,7 | 39 | 89 | 90 | 18 | 113 | 68 | 69 | 161 | 191,1,1,1,0
DreamLine,dreamline,DLT-1142420,DLT1142420,Shower base 42 x 42,,Shower,ea,,,,,https://www.homedepot.com/p/DreamLine-SlimLine-42-in-L-x-42-in-W-Single-Threshold-Alcove-Shower-Pan-Base-in-White-with-Center-Drain-DLT-1142420/303163352,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,91 | 187 | 70,1,1,1,0
DreamLine,dreamline,DLT-2038380,DLT2038380,Neo-Angle Shower Base,,Shower,ea,,,,,https://www.homedepot.com/p/DreamLine-SlimLine-38-in-x-38-in-Neo-Angle-Shower-Tray-in-White-DLT-2038380/204045983,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,92 | 101 | 71 | 162 | 170,1,1,1,0
DreamLine,dreamline,DN09X02R01,DN09X02R01,Shower Drain,,Shower,ea,,,,,https://www.homedepot.com/p/DreamLine-SlimLine-2-in-Round-Shower-Drain-Chrome-DN09X02R01/335486263,,high,Product_Master_Enhanced.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx,Product Library | Raw Records | Product Master | Product Occurrences | Sheet1,93 | 102 | 163 | 171 | 101,1,1,1,0
DreamLine,dreamline,DN09X02R04,DN09X02R04,SlimLine Shower Drain - Brushed Nickel,SlimLine Shower Drain - Brushed Nickel 75.9,Uncategorized,ea,,,,Nickel,https://www.fergusonhome.com/dreamline-dn09x02r/s2086405?uid=5094657&_br_psugg_q=dreamline+shower+drain,,high,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | compiled_products_db.xlsx,Product Library | Raw Extract | Raw Records | Sheet1,8 | 40 | 94 | 19 | 24,1,1,1,1
DreamLine,dreamline,DN09X02R09,DN09X02R09,Shower Drain Matte Black,,Shower,ea,,,,Matte Black,https://www.homedepot.com/p/DreamLine-SlimLine-2-in-Round-Shower-Drain-Matte-Black-DN09X02R09/335462360,,high,Product_Master_Enhanced.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx,Product Library | Raw Records | Product Master | Product Occurrences | Sheet1,95 | 114 | 164 | 192 | 111,1,1,1,1
DreamLine,dreamline,SHDR-6360760,SHDR6360760,"Shower Door 60"" Clear Glass Matte Black",,Shower,ea,,,,Matte Black,https://www.homedepot.com/p/DreamLine-Essence-56-in-to-60-in-W-x-76-in-H-Sliding-Frameless-Shower-Door-in-Matte-Black-with-Clear-Glass-SHDR-6360760-09/316239133,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,238 | 153 | 188 | 298 | 251,1,1,1,1
Insinkerator,insinkerator,BADGER5WC,BADGER5WC,Garbage Disposal,,Garbage Disposal,ea,,,,,https://www.fergusonhome.com/insinkerator-badger-5/s434080?uid=2564868,,high,Product_Master_Warehouse.xlsx,Product Master | Product Occurrences,135 | 66,1,1,1,0
Kohler,kohler,27082-BL,27082,"Occession 36"" Grab Bar",,,ea,,,,,https://www.homedepot.com/p/KOHLER-Occasion-36-in-Grab-Bar-in-Matte-Black-27082-BL/323807581?MERCH=REC-_-rv_cartempty_rr-_-n/a-_-0-_-n/a-_-n/a-_-n/a-_-n/a-_-n/a,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,32 | 156 | 31 | 89 | 254,1,1,1,0
Kohler,kohler,27393-BN,27393,"18"" Towel Bar (2) simplice",,,ea,,,,,https://www.homedepot.com/p/KOHLER-Simplice-18-in-Towel-Bar-in-Vibrant-Brushed-Nickel-27393-BN/323581213,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,33 | 198 | 32,1,1,1,0
Kohler,kohler,27395-BN,27395,Hook - 1 simplice,,,ea,,,,,https://www.homedepot.com/p/KOHLER-Simplice-J-Hook-Robe-Towel-Hook-in-Vibrant-Brushed-Nickel-27395-BN/323581167,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,34 | 200 | 33,1,1,1,0
Kohler,kohler,27397-BN,27397,Toilet Paper Holder -simplice,,Toilet,ea,,,,,https://www.homedepot.com/p/KOHLER-Simplice-Wall-Mounted-Toilet-Paper-Holder-in-Vibrant-Brushed-Nickel-27397-BN/323581115,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,35 | 201 | 34,1,1,1,0
Kohler,kohler,E580,E580,Purewash Round Electric Bidet Seat in White,Purewash Round Electric Bidet Seat in White 32331-0,,ea,,,white,white,https://www.homedepot.com/p/KOHLER-Purewash-E580-Round-Electric-Bidet-Seat-in-White-32331-0/325621229?fp=oai&utm_source=chatgpt.com&oppcref=c455ae81-d747-4b1c-a24f-a8766ddb7add#see-more-details,,high,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,12 | 15,1,1,1,1
Kohler,kohler,K-11748,K11748,Shower Valve,matte Black Shower Valve -KS-NA 227.83200000000002,Shower,ea,,,matte black,matte black,https://www.fergusonhome.com/kohler-k-11748-ks/s558217?uid=1356175,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,118 | 24 | 83 | 33 | 34,1,1,1,1
Kohler,kohler,K-20000,K20000,(2) Sinks Rect,,Sink,ea,,,,,https://www.fergusonhome.com/kohler-k-20000/s1240319?uid=2965270,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,119 | 120 | 121 | 122 | 29 | 43 | 87 | 234 | 276 | 84 | 85 | 3 | 32 | 98 | 133 | 153 | 302 | 38 | 214 | 30 | 378 | 425 | 505 | 534 | 554 | 780 | 827 | 894,1,1,1,0
Kohler,kohler,K-20000-0,K200000,Master Sink,,Master Bath Finishes & Trim,ea,,,,,,,high,,John Daye 39938-CJC,41 | 68,1,1,1,0
Kohler,kohler,K-21952,K21952,Powder Room Towel Bar -BN Final,Powder Room Towel Bar -BN 77.308 Final,Hardware,ea,,,,,,,high,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,31 | 32,1,1,1,0
Kohler,kohler,K-21953,K21953,"24"" Towel Bar above Toilet","24"" Towel Bar above Toilet -BN 79.61",Uncategorized,ea,,,,,https://www.fergusonhome.com/kohler-k-21953/s1517173?uid=3567961,,high,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Extract | Raw Records | Product Master | Sheet1,10 | 33 | 123 | 13 | 86 | 18 | 19,1,1,1,0
Kohler,kohler,K-21954,K21954,TP Holder,,Plumbing,ea,,,,,https://www.fergusonhome.com/kohler-k-21954/s1517169?uid=3560505,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,124 | 90 | 87 | 211 | 101 | 30 | 84 | 31 | 506,1,1,1,0
Kohler,kohler,K-21956,K21956,Hook for Towel,,,ea,,,,,https://www.fergusonhome.com/kohler-k-21956/s1517170?uid=3560507,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,125 | 89 | 88 | 212 | 100 | 83 | 73,1,1,1,0
Kohler,kohler,K-22020,K22020,(2) Faucet,,Faucet,ea,,,,,https://www.fergusonhome.com/kohler-k-22022-4/s1515499?uid=3554911,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,126 | 44 | 89 | 213 | 33 | 49 | 45,1,1,1,0
Kohler,kohler,K-22022,K22022,Faucet- Tempered GPM Single Hole Bathroom Faucet with Pop-Up Drain Assembly,Faucet,Uncategorized,ea,,,,,https://www.fergusonhome.com/kohler-k-22022-4/s1515499?uid=3567943,,high,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Extract | Raw Records | Product Master | Product Occurrences | Sheet1,11 | 27 | 127 | 128 | 129 | 9 | 60 | 68 | 88 | 90 | 91 | 92 | 47 | 214 | 49 | 57 | 99 | 14 | 28 | 63 | 82 | 17 | 59 | 72 | 349 | 444,1,1,1,0
Kohler,kohler,K-2209,K2209,"17"" Oval Undermount Bathroom Sink","17"" Oval Undermount Bathroom Sink -0 107.96500000000002",Uncategorized,ea,,,,,https://www.fergusonhome.com/kohler-k-2209/s560373?uid=220794,,high,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Extract | Raw Records | Product Master | Sheet1,12 | 26 | 130 | 131 | 8 | 269 | 93 | 13 | 16 | 883,1,1,1,0
Kohler,kohler,K-2210,K2210,(2) Caxton Oval Undermount Bathroom Sink with Overflow,Sink,Sink,ea,,,,,https://www.fergusonhome.com/kohler-k-2210/s559561?uid=220805,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,132 | 133 | 59 | 67 | 193 | 94 | 48 | 56 | 62 | 58 | 443 | 750,1,1,1,0
Kohler,kohler,K22972,K22972,Faucet - Crue GPM Single Hole Pull Down Kitchen Faucet - Includes Escutcheon,Faucet - Crue 1.5 GPM Single Hole Pull Down Kitchen Faucet - Includes Escutcheon 500 575.179 517.869,Faucet,ea,,,,,https://www.fergusonhome.com/kohler-k-22972/s1730973?uid=4098135,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,186 | 128 | 141 | 124 | 98,1,1,1,0
Kohler,kohler,K-23292,K23292,Toilet Paper Holder,Toilet Paper Holder -BL 86.32800000000002,Toilet,ea,,,,,https://www.fergusonhome.com/kohler-k-23292/s1716146?uid=4161662,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,135 | 33 | 96 | 42 | 41,1,1,1,0
Kohler,kohler,K-23295,K23295,"24""Grab Bar","24""Grab Bar -BL 145.145",Hardware,ea,,,,,https://www.fergusonhome.com/kohler-k-23295/s1720990?uid=4118429,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,136 | 34 | 97 | 43 | 42,1,1,1,0
Kohler,kohler,K-26109,K26109,Bath Tub right Drain,Tub - Entity,Tub,ea,,,,,https://www.fergusonhome.com/kohler-k-26109-ra/s1699736?uid=4011572,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,137 | 138 | 26 | 79 | 267 | 98 | 216 | 82 | 35 | 485 | 881,1,1,1,0
Kohler,kohler,K-26322,K26322,"Shower Fixture 15"" / Arm MODEL: -CP",,Shower,ea,,,,,https://www.fergusonhome.com/kohler-k-26322/s1816373?uid=4302982,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,139 | 48 | 99 | 217 | 37 | 53 | 49,1,1,1,0
Kohler,kohler,K-26634,K26634,"24"" Towel Bar","24"" Towel Bar -BL 135.65200000000002 Noted Judy Picked up",Hardware,ea,,,,,https://www.fergusonhome.com/kohler-k-26634/s1715840?uid=4056148,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,140 | 31 | 100 | 40 | 39,1,1,1,0
Kohler,kohler,K-26636,K26636,Robe Hooks,Robe Hooks -BL 96.91 Left on office,,ea,,,,,https://www.fergusonhome.com/kohler-k-26636/s1714790?uid=4056139,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,141 | 32 | 101 | 41 | 40,1,1,1,0
Kohler,kohler,K-26801,K26801,Toilet Seat,,Toilet,ea,,,,,https://www.fergusonhome.com/kohler-k-26801/s1921483?uid=4539315,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,142 | 143 | 82 | 192 | 102 | 218 | 85 | 77 | 67 | 749,1,1,1,0
Kohler,kohler,K-26802,K26802,Toilet Seat Impro Round,Toilet Seat - Round,Uncategorized,ea,,,,,https://www.fergusonhome.com/kohler-k-26802/s1921485?uid=4539318,,high,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Extract | Raw Records | Product Master | Product Occurrences | Sheet1,13 | 24 | 144 | 145 | 6 | 57 | 63 | 66 | 103 | 35 | 46 | 52 | 55 | 11 | 14 | 428 | 436 | 442,2,2,1,0
Kohler,kohler,K-27118,K27118,Shower Set-up,,Shower,ea,,,,,https://www.fergusonhome.com/kohler-k-27118-g/s1865987?uid=4410726,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,146 | 150 | 104 | 219 | 248 | 143 | 112,2,2,1,0
Kohler,kohler,K-27383,K27383,"(2) 18"" Towel Bar",,Hardware,ea,,,,,https://www.amazon.com/dp/B0BHTTQC9G?ref=ppx_yo2ov_dt_b_fed_asin_title&th=1,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,147 | 142 | 105 | 220 | 238 | 138 | 107,1,1,1,0
Kohler,kohler,K-27388,K27388,(2) Faucet & Drain Kit Simplice,(2) Faucet & Drain Kit Simplice -4-BN 524.634,Faucet,ea,,,,,https://www.fergusonhome.com/kohler-k-27388-4/s1873551?uid=4428973,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,148 | 194 | 106 | 178 | 136,1,1,1,0
Kohler,kohler,K28563,K28563,Tub Spout,,Tub,ea,,,,,https://www.fergusonhome.com/kohler-k-28563/s1733720?uid=4101127,,high,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,189 | 171 | 144 | 236 | 270 | 160 | 123,1,1,1,0
Kohler,kohler,K-28876,K28876,Undermount Sink Single Bowl -NA,,Plumbing,ea,,,,,,,high,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,282 | 219,1,1,1,0
